Gene,SRR1174401,SRR1174402,SRR1174403,SRR1174404,SRR1174405,SRR1174406,SRR1174407,SRR1174408,SRR1174409,SRR1174410,SRR1174411,SRR1174412,SRR1174413,SRR1174414,SRR1174415,SRR1174416,SRR1174417
Cre01.g006600,0.324926,0.102612,0.214095,0.314677,0.6748,0.67637,0.322523,0.190976,0.382743,0.390359,0.240941,0.277448,0.482139,0.45813,0.376823,1.725564,0.449743
Cre01.g006614,0.243233,0.071693,0.166203,0.793927,0.660933,0.694944,0.250376,0.277979,0.318348,0.340918,0.228461,0.242308,0.357274,0.541318,0.454992,1.004673,0.533316
Cre01.g006628,1.028996,0.454943,0.527342,0,2.935876,2.425464,1.021385,1.058389,1.34677,1.322061,0.305212,0,0.971643,1.493504,1.233392,0,1.372008
Cre01.g006642,0,0,0,0,0,0,0.081498,0,0,0,0,0,0,0,0,0,0
Cre01.g006656,0,0,0.462508,0,0.490463,0.773552,0.696743,0.154711,0.354358,0.210822,0.267687,0,0.284062,0,0.344195,0,0.240666
Cre01.g006670,0.071172,0.188802,0.145898,0.321661,0.676883,0.671046,0.392477,0.097607,0.260825,0.191198,0.24277,0.189071,0.38083,0.351223,0.317973,0,0.373263
Cre01.g006700,0.893537,0.526738,0.559681,1.420885,2.063792,1.893426,1.116872,0.868001,1.195466,1.391542,0.942337,0.857169,1.249975,1.354535,1.471307,1.230248,1.570874
Cre01.g006733,0,0.816871,0.946865,0,0.753071,1.583647,0,0.633461,0,0.431604,0.54802,0.920289,1.163085,1.072661,0.201328,0,0.656934
Cre01.g006766,0,0,0,0,0,0,0.006639,0,0,0.007031,0,0,0,0,0.00656,0,0
Cre01.g006800,3.70838,3.0449,4.07245,3.524896,7.905423,4.408383,2.970079,2.679097,2.611697,1.907884,1.257079,2.257609,2.112127,2.4349,1.803977,3.282307,2.174034
Cre01.g006850,7.317008,5.853847,15.356458,7.348655,9.467799,8.511529,4.995637,5.973027,6.475631,3.906886,7.647731,3.933836,4.825457,4.248017,3.720789,0,3.964386
Cre01.g006876,634.326757,472.759739,561.925458,737.181289,726.39323,904.876621,0,989.542911,1024.727117,1098.645632,1132.919807,1166.030092,1123.783788,1036.415543,834.384847,673.735264,992.378525
Cre01.g006900,0.543887,0.232844,0.971532,1.12375,1.475807,2.094507,2.703854,2.391509,1.860686,1.645804,1.777438,1.121735,1.557346,1.676434,1.464915,1.956543,1.248002
Cre01.g006950,127.5822,112.183313,119.676862,142.404281,129.236485,78.321805,43.642232,147.736823,30.70414,27.900731,22.835826,37.864483,38.77231,28.578761,25.614845,16.207129,26.771778
Cre01.g007000,1.564697,2.541266,1.832865,1.82803,1.856875,3.311829,4.500888,4.138435,5.374704,4.542832,4.508454,4.994339,5.4878,4.820145,4.109403,7.913837,4.8538
Cre01.g007050,5.794924,6.028403,9.433458,14.122028,12.087712,13.878447,13.496667,17.180127,17.355132,14.612017,14.054009,13.526636,16.737669,17.41543,17.197865,12.67194,16.119892
Cre01.g007051,3303.106622,3272.887209,3441.16559,3378.534439,3438.851161,4138.137604,5192.254719,5295.129245,5186.223506,5159.931019,5630.62309,5199.34357,5263.09143,5148.330875,4167.780828,3664.811379,5158.432421
Cre01.g007100,1.196268,0.56001,2.199823,3.586657,2.422014,2.060775,2.460209,1.592332,1.786737,1.854779,1.659332,1.709684,1.904801,1.654578,1.605139,1.743944,1.65759
Cre01.g007150,4.443348,3.004542,7.099302,9.647018,7.359711,3.038433,3.502442,2.86762,3.078814,3.121548,2.965374,2.527845,3.290735,2.371014,2.456491,0.809701,2.619568
Cre01.g007200,8.742128,8.356971,10.032836,9.000284,8.740677,9.286902,10.088346,7.290682,9.736626,7.025389,7.728964,6.186992,6.565645,6.525508,5.825957,7.528578,6.828751
Cre01.g007251,0.663139,0.238527,0.092162,0.389445,1.126974,2.085734,2.595748,0.458574,0.820855,0.729916,0.273371,1.056239,1.280657,1.037534,0.665039,1.114206,1.262849
Cre01.g007300,2.120847,1.995056,4.578836,7.069854,9.846046,8.083627,11.645567,8.71024,7.181656,7.399867,3.8547,4.495271,5.82327,6.654232,6.254511,6.709896,6.401711
Cre01.g007350,8.556961,4.550462,7.053257,14.243154,31.20278,11.386361,4.263334,0.246193,0.046991,0.069892,0,0,0.113007,0,0.071725,0,0.042553
Cre01.g007400,0.816446,0.979775,7.770537,33.824053,18.889062,24.268171,25.650024,11.096922,6.121435,22.450802,15.256487,15.008045,15.198518,12.493336,12.506021,4.335844,10.657961
Cre01.g007450,0.043009,0.038031,0.749409,6.544076,6.182325,4.276297,3.737841,3.067149,1.756287,5.525853,3.418872,3.984636,3.465556,2.996369,2.807262,1.065895,2.339723
Cre01.g007500,2.142828,7.105459,6.104479,9.447068,7.051424,8.001755,7.993547,3.905683,3.21701,5.362697,6.25304,4.871034,4.354261,3.997446,3.517913,1.952412,4.078416
Cre01.g007550,2.474237,1.606692,2.575628,6.057037,7.752692,4.854533,4.349054,2.863026,2.722219,2.709305,1.788844,2.901302,3.285464,3.389152,2.851969,0.958108,2.872892
Cre01.g007600,40.591649,35.253718,24.66655,16.026804,17.51312,13.545157,12.758377,16.891676,5.272156,6.152613,4.993653,1.954979,3.641109,3.717822,3.500252,5.119496,2.993046
Cre01.g007651,4.215352,2.102642,1.717154,0.597044,2.452395,3.458713,4.442455,1.043794,1.490097,0.946838,0.870948,0.699885,1.031955,1.317775,1.260224,0.892896,1.383514
Cre01.g007700,23.304338,18.998303,20.33308,30.247425,18.335184,4.324469,3.368917,5.754215,4.177625,3.607902,8.714197,6.439298,6.632953,6.615425,5.69963,3.402358,7.431833
Cre01.g007737,3.377851,5.401756,7.550484,20.78784,18.181388,14.691949,16.669214,10.583174,9.998972,15.319717,11.660482,13.233271,12.758313,12.246258,10.901256,4.452825,11.614168
Cre01.g007774,9.855817,6.424181,7.215608,9.247975,8.631146,5.575515,7.521977,6.304461,5.41041,4.992771,5.128372,4.114341,5.335715,5.345952,4.83588,6.280875,5.331579
Cre01.g007811,1.749812,1.261617,1.269241,2.960509,7.015061,2.665069,2.161438,1.559822,2.163346,1.584725,0.83042,0.554234,0.796485,1.094029,1.012026,0.667162,0.894955
Cre01.g007850,127.995384,129.973883,129.497798,187.432692,174.946943,187.213317,161.808685,90.127003,85.742829,76.003592,75.684629,98.624738,97.728674,94.285751,76.335025,75.039006,84.217798
Cre01.g007901,14.625356,37.605527,23.671999,2.316074,11.269767,12.307693,14.897688,13.194745,29.37419,21.291869,16.193634,19.304705,28.096846,36.754411,40.62593,6.65946,40.765348
Cre01.g007950,3.697076,4.03533,2.545982,0.3481,0.5023,0.173299,0.127421,0.118834,0.060485,0.12145,0.085671,0.057547,0.072729,0,0.09442,0,0.061619
Cre01.g008000,3.673774,1.890931,2.472855,2.973758,4.186767,2.443934,2.890672,1.710761,1.894615,1.56269,1.333638,1.274555,1.208112,1.464361,1.451906,0,1.520701
Cre01.g008051,3.965594,2.372087,2.630028,7.819067,12.756456,5.348495,2.546993,1.639545,2.717245,1.798244,1.176237,2.246365,2.643221,3.047155,2.516456,2.890563,2.788902
Cre01.g008100,2.415887,4.827566,5.205859,4.269968,4.497041,4.108864,3.94005,1.773993,1.394249,1.741944,3.041222,2.362476,2.04772,1.822256,1.442702,0.942879,1.741653
Cre01.g008150,1.697181,2.043703,1.354925,1.593171,2.067163,1.864077,2.394786,2.339243,7.760047,5.225751,1.047278,1.583106,1.546212,1.529982,1.448825,1.690901,1.564719
Cre01.g008200,0.883184,1.338775,1.982887,2.18583,2.77698,2.739642,3.817375,1.982643,1.777926,1.178931,1.010423,1.885335,1.853238,1.757992,1.528348,2.084562,1.925265
Cre01.g008250,0.439149,0.248523,2.124529,4.763327,4.715895,6.557057,8.214317,4.938515,3.931407,4.883089,3.193886,3.855644,4.22413,3.926321,3.093203,1.741347,3.663127
Cre01.g008300,0.253403,12.772029,25.71314,28.917435,33.051227,42.13682,48.209646,37.57577,29.633682,52.95015,50.076664,30.734408,25.682601,25.120309,21.261652,17.270198,27.469138
Cre01.g008350,2.153317,17.962862,14.991424,14.811975,18.050307,23.680421,24.591183,19.250868,21.078767,33.256109,28.03034,21.93692,22.072138,18.822948,16.619618,12.082765,19.660829
Cre01.g008402,2.138318,1.619436,0.81174,0.700942,1.737744,1.603721,2.20548,4.673719,5.428902,5.244895,3.526534,3.155824,3.446237,3.787534,3.506955,2.208076,3.919407
Cre01.g008450,4.897002,2.933333,3.440613,10.232991,23.822994,9.918013,3.632519,0.17602,0.072363,0.046127,0.011714,0.026228,0,0.022928,0.068853,0,0.049146
Cre01.g008500,6.586068,4.830253,5.201839,2.04273,2.431779,2.606726,3.025128,1.567363,1.876111,1.303212,0.321752,1.003448,1.365736,1.664415,1.44377,0,2.024912
Cre01.g008550,12.204875,17.287076,19.771933,31.910904,48.123217,23.195899,17.159283,14.537639,6.205086,9.610462,10.310118,10.72948,12.400338,9.454851,9.321621,5.516222,8.184476
Cre01.g008600,1.737358,0.825605,2.192597,2.991209,1.994336,1.691752,2.510507,1.770776,1.976889,1.234112,0.52233,1.353986,1.681442,1.838905,1.477168,2.050326,1.407759
Cre01.g008650,4.369464,6.293819,2.559166,4.401423,4.205045,6.479814,8.192385,5.953725,7.041884,8.763141,7.969036,9.552061,9.42522,8.833391,8.056372,5.586297,10.274119
Cre01.g008700,1.905377,3.670508,2.580673,0.820122,1.25738,1.224872,1.455988,0.653268,0.374069,0.143067,0.141289,0.180774,0.471213,0.27655,0.407831,0,0.665376
Cre01.g008750,0,0.025447,0.058992,0.13006,0.078197,0.024666,0.012695,0.019733,0.060264,0.020168,0,0.019112,0.054347,0.06683,0.018815,0,0.020464
Cre01.g008800,2.099432,5.816771,2.797393,2.530215,1.470558,1.539567,1.517905,1.231658,1.35557,1.236974,0.913314,1.115437,1.453771,1.205319,1.006582,0.578113,1.202649
Cre01.g008850,6.154915,3.579914,4.548705,7.364131,4.569958,3.540512,3.964274,6.433665,6.084731,5.308449,1.452698,7.019441,8.496297,6.397702,5.882783,4.650517,7.372626
Cre01.g008891,1.183356,0.318463,0.791019,1.162638,0.908732,0.661496,0.442604,0.652679,0.713794,0.588924,0.473081,0.427121,0.161942,0.268833,0.465329,0,0.393312
Cre01.g008900,0,0,0,0,0,0.021566,0,0,0,0.02351,0,0,0,0,0,0,0.026838
Cre01.g008950,23.652306,18.607971,20.226462,40.399105,61.475883,44.713559,31.460149,28.681279,27.537769,30.989477,29.637665,29.775242,26.761164,30.08823,21.353532,15.454557,29.739066
Cre01.g008976,52.237875,36.293064,34.419798,73.074587,135.8617,79.955055,27.160307,74.198592,66.416482,93.264535,66.404164,78.058657,82.210456,58.488964,55.70225,184.944106,79.601338
Cre01.g009000,2.94352,1.19588,2.038514,2.157264,1.880699,2.045667,2.719946,2.345708,3.831709,3.809732,2.218093,2.034132,2.203533,3.094516,2.089186,0,2.701346
Cre01.g009025,3.232906,4.655576,4.260357,3.896267,3.212698,2.573101,2.628319,2.343511,2.683846,2.80507,1.67125,1.533621,2.209583,2.037799,1.338664,0,1.395808
Cre01.g009050,0.301654,0,0,0,0.040984,0,0,0,0.039481,0,0,0,0.094947,0,0.016435,0,0
Cre01.g009101,0.166194,0.036739,0.2981,0.312962,0.158059,0.106838,0.238282,8.547063,1.88153,1.717924,0.948927,1.352087,2.772445,3.280553,3.119388,1.029695,2.05344
Cre01.g009150,2.4369,1.07741,0.567667,3.003676,2.5885,2.041277,3.56723,2.430553,5.770023,3.312075,0.558535,1.471289,2.370803,2.700953,2.691625,2.745162,2.087385
Cre01.g009200,1.276848,1.389598,1.459728,1.183726,2.402,4.967023,1.776531,0.505123,0.398508,0.206497,0.189363,0.440304,0.494638,0.484694,0.374592,0,0.410341
Cre01.g009250,7.833971,5.371443,7.456866,15.31187,32.340907,10.403291,4.276749,0.301605,0.006224,0.013885,0.010578,0.007895,0.007483,0,0.01684,0,0.01268
Cre01.g009300,10.926857,12.348059,9.650272,10.71386,13.672106,11.599246,11.759001,10.849041,10.834299,9.355907,7.699026,7.376366,8.165444,8.884632,8.450748,7.135699,8.635355
Cre01.g009325,0.448903,0.072171,0.585593,1.598447,1.907316,0.664602,0.342063,0.013992,0,0.009533,0.012104,0,0,0,0.013341,0,0
Cre01.g009350,1.213989,1.493518,8.223164,383.981061,198.125912,86.591932,76.829576,33.225378,40.109161,95.471026,94.936417,64.114138,57.847869,45.750891,47.81804,44.475311,45.622981
Cre01.g009400,0.027567,0.170634,1.130216,111.0089,63.447057,47.682926,45.787984,25.821662,13.025068,50.242879,66.991984,47.226078,34.360543,25.271331,23.352454,15.713544,21.877572
Cre01.g009450,1.977526,1.522993,1.765357,1.345408,1.456044,1.804359,2.265425,1.662204,2.270957,1.31135,0.908214,1.440431,2.007854,1.444368,1.842049,1.580933,1.757818
Cre01.g009500,0.673005,2.904099,0.882951,0,0.190189,0.334576,0.136574,0.396878,0.155028,0.113195,0.247529,0.12515,0.084732,0.281322,0.170138,0,0.268008
Cre01.g009550,2.614819,5.444729,2.449548,2.160202,2.826801,3.205227,3.845153,3.624572,4.467421,3.034422,2.335088,1.941981,2.33633,2.38322,2.493893,1.393611,2.364294
Cre01.g009575,0.066622,0.108002,0.068285,0.083637,0.156893,0.17607,0.173895,0.129436,0.084289,0.542109,0.540126,0.291283,0.258624,0.212731,0.17544,0,0.234906
Cre01.g009601,2.261359,9.051751,0,14.615374,10.673752,3.417957,14.336241,17.752684,28.931128,12.623903,3.212975,9.644596,2.135316,8.914625,10.901582,0,14.167718
Cre01.g009650,0.504116,0.607859,0.457985,0.914786,0.91218,0.844549,1.106918,1.673392,2.099353,1.142829,0.380612,0.677206,0.670753,0.784897,0.871421,0.567886,0.941026
Cre01.g009676,8.400559,14.856335,60.271859,12.655338,41.088046,46.802603,40.765629,89.285328,90.157435,74.570505,24.916945,25.105783,63.458674,43.893823,31.123027,0,43.309967
Cre01.g009700,1.818501,2.149234,3.054972,3.207276,4.317079,2.9045,2.304985,1.450735,1.400188,0.938714,0.565698,1.366786,1.284366,1.107263,1.164773,1.319058,1.422485
Cre01.g009731,0.666761,0.255856,1.057344,1.004467,1.175946,0.533762,0.535568,0.33212,0.474205,0.199838,0.223889,0.430283,0.419731,0.401707,0.416737,0.935337,0.433888
Cre01.g009765,0.05979,0.092521,0,0,0.016247,0.051248,0.013188,0.005125,0.011738,0.010475,0.022168,0.009927,0.00941,0.008678,0.011402,0,0.021259
Cre01.g009800,6.79341,28.121896,8.200862,4.927572,4.90889,6.620806,5.194732,1.362986,2.555437,1.939605,2.209034,1.119572,1.520536,1.431538,1.096677,3.74135,3.149041
Cre01.g009850,5.471185,13.52602,5.425263,3.243261,3.677103,5.251448,4.334576,1.703779,1.224537,1.489828,1.507582,1.1449,1.324676,1.202894,1.097109,2.005801,1.594249
Cre01.g009900,14.474288,33.966158,27.515627,64.484152,59.029708,68.208671,65.914604,65.658734,36.269274,53.391371,59.499717,60.388152,57.123263,51.604885,45.968511,35.258369,52.685266
Cre01.g009950,24.356995,16.812509,11.973023,7.114048,23.63744,35.043863,42.076467,18.917372,24.527228,22.875423,30.040824,14.731905,21.98242,24.385801,20.28496,9.239361,25.583375
Cre01.g010000,17.413117,17.090687,15.885161,26.322791,35.511657,29.132672,25.5932,16.351291,15.616661,17.556925,16.967897,16.90971,15.481994,14.556275,13.080043,60.802357,14.37211
Cre01.g010050,2.125174,2.496718,2.024288,2.058947,2.38946,2.93509,3.090886,3.141074,4.44052,3.729466,3.214112,3.294079,3.346902,2.968985,2.88117,1.488851,3.535149
Cre01.g010100,14.683793,22.359054,17.805329,12.597694,11.821224,14.633857,18.533265,15.000831,8.234605,23.77852,13.730482,17.07417,17.265111,15.055898,12.371895,16.036612,13.468292
Cre01.g010150,2.213878,1.461686,1.936337,3.023897,3.184328,1.986144,1.998914,2.186032,1.76172,1.668719,0.954345,2.617139,1.486565,1.542367,1.412055,1.463105,1.647797
Cre01.g010201,1.289348,0.705063,1.443255,2.197964,2.143603,0.967001,1.141352,1.087698,1.021396,0.81243,0.629004,1.819626,1.238843,1.073584,0.793065,0,1.02244
Cre01.g010250,2.799088,1.241574,3.29884,6.675443,7.038567,4.165373,3.96395,1.653652,2.052514,1.733716,0.61389,1.792351,1.980154,1.842087,1.695924,2.485558,2.043972
Cre01.g010296,30.274253,23.795476,48.26889,35.472723,106.942806,31.715537,14.839668,0,0,0,0,0,0,0,0,0,0
Cre01.g010300,1.635201,0.722961,0.838011,3.489832,4.258166,2.277577,0.601151,0.186879,0.071339,0.15916,0,0.135748,0,0.158224,0.222729,0,0.096902
Cre01.g010350,6.309921,4.285724,8.060865,10.470177,8.150486,9.366799,9.460432,5.047902,4.955126,4.058857,3.607556,5.010509,5.065929,4.194253,3.756738,4.53271,4.828508
Cre01.g010400,431.122047,328.198086,287.880705,230.579929,228.150446,298.974466,345.966349,206.540424,251.863537,411.893974,306.973642,239.338322,232.214313,228.003977,186.154564,169.456934,272.760226
Cre01.g010450,33.153859,37.278615,59.57249,55.803726,56.444274,40.520939,15.664329,10.595128,19.071224,12.429902,9.773082,20.251556,15.975053,11.049808,10.994126,5.071917,16.190518
Cre01.g010500,211.861961,152.645985,237.257299,295.52538,188.697991,206.815362,181.736343,181.594713,124.266507,124.644586,111.716433,166.760143,182.764774,143.500191,119.704911,0,131.826489
Cre01.g010550,1.162018,0.78107,0.287224,1.544089,1.569258,1.273393,1.675645,2.313674,1.803128,1.259767,0.992895,1.681014,1.411253,1.085796,1.124492,1.132237,1.346172
Cre01.g010650,1.206542,0.708658,0.920726,1.048128,1.012271,0.562376,0.652716,0.573701,0.534834,0.273621,0.143672,0.42697,0.343728,0.398813,0.324364,0.654781,0.383592
Cre01.g010700,8.63402,15.829546,9.336686,12.171729,10.611292,13.952333,18.153709,15.697287,18.557483,12.915679,7.56535,6.944061,8.526763,7.90984,6.991434,3.926174,7.914154
Cre01.g010750,3.137938,5.804836,1.534121,1.681245,2.251182,2.678378,3.40868,3.803763,3.897347,3.223476,1.60836,2.197354,2.859724,3.04139,2.613844,1.952319,2.254786
Cre01.g010800,1.434055,1.585073,1.469854,1.140204,1.558693,2.065699,2.35484,1.46136,2.127174,1.572625,2.256749,1.455054,1.354125,1.295102,1.40204,0.987225,1.657146
Cre01.g010816,4.463658,1.8574,2.422104,6.328889,11.819848,4.313572,2.239453,0.420106,0.458205,0.531581,0.103841,0.174379,0.275481,0.558941,0.476854,0,0.357874
Cre01.g010832,1.604113,0.241435,0.559713,1.02833,1.354019,1.506582,1.92726,3.264761,0.830863,2.216446,3.877237,3.774021,5.242378,4.636663,4.195085,0,2.469523
Cre01.g010848,6.424554,2.056874,6.017266,4.839255,4.063343,6.076359,7.476523,10.481761,8.03164,4.81286,7.720927,9.857637,8.088621,6.109297,6.240225,8.235486,6.144
Cre01.g010864,1.133074,0.725526,0.280328,0.117722,0.169869,0.083724,0.327497,2.049566,1.329576,0.958352,0.753287,0.843329,0.664088,0.771244,0.936651,0.968308,0.576528
Cre01.g010880,3.446259,3.223152,3.985147,3.061799,6.399047,4.525532,3.69365,1.507255,1.676991,1.352072,0.976329,1.247083,1.48802,1.436462,1.285462,0,1.339243
Cre01.g010900,2299.213945,2153.018438,2513.958147,2295.256697,609.23807,274.303155,193.820005,1232.619243,366.769329,397.87155,346.677362,632.347404,482.246948,384.521498,358.290858,283.783881,335.299669
Cre01.g010950,1.55965,2.461892,2.259156,2.233085,1.695204,2.01629,2.268861,2.244997,2.196505,1.776516,1.957485,1.772006,1.801343,1.691231,1.552025,0.958332,1.615521
Cre01.g011000,1882.327278,1921.335008,2028.128951,2028.365584,2128.130218,2660.179383,3293.23545,3259.967146,3139.931162,3116.244186,3218.812979,3106.604092,3166.631102,3124.706621,2674.295281,2499.144858,3169.691014
Cre01.g011050,129.338656,94.184826,179.355872,252.155041,237.745356,368.448099,354.099357,461.703208,481.952546,476.309781,320.445639,442.120376,478.939842,437.287755,365.605499,0,497.747279
Cre01.g011100,12.429821,12.404424,18.333152,15.891581,7.196611,5.177588,8.467674,8.341585,7.415578,4.971684,2.692725,3.326363,5.559257,5.686457,5.10063,2.641673,4.403553
Cre01.g011150,0,0.123434,2.861543,10.225561,8.975474,12.712746,14.471818,5.982493,5.051689,7.108758,8.529347,6.570647,7.304579,7.324247,6.609163,5.621709,8.08093
Cre01.g011200,6.755701,4.321405,5.451081,5.4135,8.827054,6.160146,7.641047,4.731012,5.004189,3.257014,4.775042,3.818437,4.071802,4.506289,4.181947,3.56226,3.781951
Cre01.g011250,0.782356,0.415077,0.614779,0.864314,3.429756,1.598224,0.43718,0.017882,0.013653,0.006092,0,0.01732,0.016417,0,0.008525,0,0.009272
Cre01.g011300,20.571542,20.510138,11.652279,24.027259,18.930872,19.185222,20.54798,9.722931,7.881115,7.33477,3.79197,7.425697,7.890562,7.591406,6.684014,5.160157,7.610526
Cre01.g011350,4.327214,5.101767,7.515261,6.699975,5.715822,4.275653,5.939052,4.368395,3.933013,2.274397,3.707881,3.831776,3.632024,3.210084,3.012509,5.957841,3.141267
Cre01.g011376,3.579462,1.582564,5.503226,5.392415,4.863204,1.534038,9.079853,5.52256,4.21638,4.598918,4.777678,5.943069,3.379952,2.078119,1.950215,0,4.454484
Cre01.g011400,3.076495,5.25395,3.404549,2.661196,3.800898,3.01006,2.652969,1.054789,1.115069,0.898344,0.734547,1.114246,1.101368,1.207093,0.991905,0.418929,1.347843
Cre01.g011450,6.350306,10.168887,8.597485,7.710439,7.64482,9.037916,10.86097,7.511994,6.913761,6.95224,6.362898,5.198347,5.20082,5.374263,4.317087,3.914908,5.729021
Cre01.g011500,55.051779,52.456819,57.582667,71.520658,71.904541,34.025564,34.971823,31.117109,50.679596,51.252382,20.990934,25.159475,25.319361,24.427209,21.579954,7.990311,28.429811
Cre01.g011550,0.287664,0.317958,0.386985,0.297937,0.59602,0.238862,0.321229,0.080135,0.164719,0.176397,0.293302,0.131345,0.113179,0.114818,0.158689,0,0.159815
Cre01.g011600,4.113534,12.613201,11.327164,8.23182,8.786399,12.428176,13.055113,10.503912,10.435602,11.660204,13.081361,8.610309,9.056824,8.63786,7.78955,4.564725,8.884774
Cre01.g011630,10.719303,5.677113,22.77749,13.255901,5.683815,2.788206,1.272104,0.429092,0.050866,0,0.142952,0,0,0.112817,0.042349,0,0.034546
Cre01.g011660,2.779487,0.634259,4.503057,7.158869,5.359946,1.921284,0.711982,0.184444,0.07041,0.04189,0,0.029773,0,0,0.03908,0,0.01594
Cre01.g011750,3.847821,4.333812,3.613383,3.108841,2.657712,2.901956,3.418695,2.93329,4.61408,3.982082,3.200752,2.769597,2.58462,2.358719,2.077687,2.130958,2.503138
Cre01.g011800,0.132371,0.676283,0.949731,0.465304,1.214954,0.895073,0.67156,0.342902,1.232001,0.590956,0.148326,0.200244,0.416644,0.384253,0.429518,0,0.604011
Cre01.g011850,1.474337,2.985424,2.584054,2.687497,2.624056,3.911165,4.881361,3.209822,4.121713,3.457849,3.555283,3.289951,3.443281,3.286859,2.739152,1.461538,3.30517
